3,3,9
3,4,8
3,5,7
3,6,6
3,11,1
4,4,7
4,5,6
4,6,5
4,7,4
4,11,0
5,4,6
5,5,5
5,6,4
5,7,3
5,8,2
5,9,1
5,10,0
6,4,5
6,5,4
6,6,3
6,7,2
6,8,1
6,9,0
7,3,5
7,4,4
7,5,3
7,6,2
7,7,1
7,8,0
8,5,2
8,6,1
8,7,0
9,5,1
9,6,0
10,5,0
