3,3,9
3,6,6
3,5,7
5,6,4
3,4,8
5,5,5
4,4,7
6,5,4
4,6,5
6,6,3
5,8,2
6,7,2
5,7,3
6,9,0
8,5,2
6,8,1
8,6,1
7,8,0
8,7,0
4,5,6
9,6,0
7,7,1
10,5,0
7,6,2
5,4,6
7,5,3
5,9,1
9,5,1
7,4,4
5,10,0
3,11,1
6,4,5
4,7,4
7,3,5
4,11,0
