5,5,11,[1 2 3 4],[1 2 3 5],[1 2 3 6],[1 2 3 7],[1 2 4 5],[1 2 4 6],[1 2 4 7],[1 2 5 6]
6,6,9,[1 2 3 4],[1 2 3 5],[1 2 3 6],[1 2 3 7],[1 2 4 5],[1 2 4 6],[1 2 4 7],[1 3 5 6]
3,3,15,[1 2 3 4],[1 2 3 5],[1 2 3 6],[1 2 3 7],[1 2 4 6],[1 2 4 7],[1 2 5 6],[1 2 5 7]
